# SignalP-5.0	Organism: Eukarya	Timestamp: 20210412190349
# ID	Prediction	SP(Sec/SPI)	OTHER	CS Position
CR_06940W_A	OTHER	0.000205	0.999795	
C4_01350W_A	SP(Sec/SPI)	0.991876	0.008124	CS pos: 25-26. VNG-SK. Pr: 0.9660
C1_01360C_A	OTHER	0.002576	0.997424	
C5_04090C_A	OTHER	0.001221	0.998779	
CR_05510W_A	OTHER	0.001183	0.998817	
CR_03800C_A	OTHER	0.000706	0.999294	
C5_02950C_A	OTHER	0.000919	0.999081	
C4_01670C_A	OTHER	0.000403	0.999597	
C2_10720C_A	OTHER	0.100582	0.899418	
C7_02260W_A	SP(Sec/SPI)	0.980350	0.019650	CS pos: 19-20. ALA-GI. Pr: 0.8000
C1_11770C_A	OTHER	0.002594	0.997406	
C6_03120W_A	OTHER	0.000674	0.999326	
C7_01490W_A	OTHER	0.001317	0.998683	
C1_14040W_A	OTHER	0.000636	0.999364	
C3_06240C_A	OTHER	0.000337	0.999663	
C2_01550W_A	OTHER	0.001575	0.998425	
C1_02890C_A	OTHER	0.001436	0.998564	
C2_09950W_A	OTHER	0.000456	0.999544	
C5_04680W_A	OTHER	0.001992	0.998008	
C1_04910C_A	OTHER	0.001499	0.998501	
C2_06860W_A	OTHER	0.000745	0.999255	
C5_03030W_A	SP(Sec/SPI)	0.711096	0.288904	CS pos: 23-24. ASA-QP. Pr: 0.4489
C2_05290C_A	SP(Sec/SPI)	0.975973	0.024027	CS pos: 19-20. ASA-FT. Pr: 0.7367
C3_00670C_A	OTHER	0.000590	0.999410	
C5_01190W_A	OTHER	0.001019	0.998981	
CR_01330W_A	OTHER	0.000252	0.999748	
CR_04600W_A	OTHER	0.000553	0.999447	
C1_07690C_A	OTHER	0.000243	0.999757	
C5_00130C_A	OTHER	0.002577	0.997423	
C7_02540W_A	OTHER	0.002982	0.997018	
C6_03010W_A	OTHER	0.000471	0.999529	
C7_03920C_A	OTHER	0.002269	0.997731	
C1_05990C_A	OTHER	0.069966	0.930034	
C3_04290C_A	OTHER	0.000608	0.999392	
CR_04590C_A	OTHER	0.000504	0.999496	
CR_04850C_A	OTHER	0.002054	0.997946	
CR_02060W_A	OTHER	0.001476	0.998524	
C7_00350C_A	OTHER	0.000756	0.999244	
C5_04800W_A	SP(Sec/SPI)	0.981690	0.018310	CS pos: 18-19. ILS-EF. Pr: 0.8849
C2_02600C_A	OTHER	0.000654	0.999346	
C6_00640C_A	OTHER	0.000483	0.999517	
C1_01330C_A	OTHER	0.000728	0.999272	
C3_04920C_A	OTHER	0.000366	0.999634	
C6_01470W_A	OTHER	0.000427	0.999573	
C5_03460C_A	SP(Sec/SPI)	0.999519	0.000481	CS pos: 19-20. SLG-DN. Pr: 0.8357
C7_00840C_A	OTHER	0.001752	0.998248	
C1_13710C_A	OTHER	0.000328	0.999672	
CR_09500C_A	OTHER	0.000426	0.999574	
C1_10870W_A	OTHER	0.000380	0.999620	
C2_03700W_A	OTHER	0.002267	0.997733	
C3_06780C_A	OTHER	0.002088	0.997912	
C1_02490C_A	OTHER	0.000783	0.999217	
C2_10330C_A	SP(Sec/SPI)	0.991456	0.008544	CS pos: 19-20. ALA-EL. Pr: 0.8460
CR_03000C_A	OTHER	0.001577	0.998423	
C3_00700W_A	OTHER	0.000703	0.999297	
C6_02430W_A	OTHER	0.001004	0.998996	
C1_00670C_A	OTHER	0.003804	0.996196	
C1_00760W_A	OTHER	0.080265	0.919735	
C4_03700W_A	OTHER	0.001541	0.998459	
C1_10350C_A	OTHER	0.000310	0.999690	
CR_03060W_A	OTHER	0.000375	0.999625	
C3_04400C_A	OTHER	0.000291	0.999709	
C1_11660W_A	OTHER	0.001185	0.998815	
C7_02020W_A	OTHER	0.000630	0.999370	
C6_02530C_A	OTHER	0.000677	0.999323	
CR_00330C_A	OTHER	0.000419	0.999581	
C5_02450W_A	OTHER	0.001232	0.998768	
C3_01520C_A	OTHER	0.000204	0.999796	
C1_13650C_A	OTHER	0.000715	0.999285	
C2_07940C_A	SP(Sec/SPI)	0.867933	0.132067	CS pos: 26-27. IRT-SI. Pr: 0.1942
C2_07300C_A	OTHER	0.003397	0.996603	
C1_04600C_A	OTHER	0.000123	0.999877	
C3_00590W_A	OTHER	0.004718	0.995282	
C3_03930W_A	OTHER	0.001809	0.998191	
C1_07620C_A	SP(Sec/SPI)	0.991169	0.008831	CS pos: 21-22. SSG-YY. Pr: 0.8664
C3_03270W_A	OTHER	0.002458	0.997542	
CR_06590C_A	OTHER	0.001926	0.998074	
C5_03950W_A	OTHER	0.000818	0.999182	
CR_05500C_A	OTHER	0.000331	0.999669	
C1_11240C_A	OTHER	0.000213	0.999787	
C7_02040C_A	OTHER	0.000865	0.999135	
C6_03450C_A	OTHER	0.003767	0.996233	
C3_06670C_A	OTHER	0.000533	0.999467	
C1_06720C_A	OTHER	0.008505	0.991495	
C7_02070W_A	OTHER	0.036569	0.963431	
C4_06020C_A	OTHER	0.000241	0.999759	
C5_05030C_A	OTHER	0.000444	0.999556	
C1_11130W_A	OTHER	0.000395	0.999605	
C7_01540W_A	OTHER	0.207743	0.792257	
C1_02740C_A	OTHER	0.031045	0.968955	
C1_12270W_A	OTHER	0.026671	0.973329	
C2_08130W_A	OTHER	0.002650	0.997350	
C2_08100W_A	OTHER	0.008032	0.991968	
CR_01030W_A	OTHER	0.001794	0.998206	
C2_06040C_A	OTHER	0.000698	0.999302	
C5_03430W_A	OTHER	0.000581	0.999419	
C1_00560W_A	OTHER	0.000360	0.999640	
C5_01430C_A	OTHER	0.000281	0.999719	
C3_01710C_A	OTHER	0.000444	0.999556	
C1_08310W_A	OTHER	0.006057	0.993943	
C5_02900W_A	OTHER	0.000130	0.999870	
C4_06720W_A	OTHER	0.043755	0.956245	
C7_03050W_A	OTHER	0.068813	0.931187	
C3_05290C_A	OTHER	0.001901	0.998099	
C1_05210C_A	OTHER	0.001034	0.998966	
C2_07220W_A	OTHER	0.001270	0.998730	
C1_12040W_A	OTHER	0.000471	0.999529	
C7_00820W_A	OTHER	0.001060	0.998940	
C2_03460C_A	OTHER	0.001416	0.998584	
C2_00940W_A	OTHER	0.000986	0.999014	
C1_01390C_A	OTHER	0.000832	0.999168	
C3_03310C_A	OTHER	0.001225	0.998775	
C1_13020C_A	OTHER	0.044829	0.955171	
C2_09990C_A	OTHER	0.000876	0.999124	
CR_01980C_A	OTHER	0.001973	0.998027	
C5_04050W_A	OTHER	0.075610	0.924390	
C2_00210W_A	OTHER	0.000418	0.999582	
C5_04830W_A	OTHER	0.001552	0.998448	
CR_09120C_A	OTHER	0.009190	0.990810	
C6_03860C_A	SP(Sec/SPI)	0.999133	0.000867	CS pos: 16-17. AFA-VK. Pr: 0.8974
C6_02100W_A	SP(Sec/SPI)	0.990655	0.009345	CS pos: 20-21. ATA-LR. Pr: 0.8174
C6_00760W_A	OTHER	0.001308	0.998692	
CR_06910W_A	OTHER	0.000979	0.999021	
C4_04410C_A	OTHER	0.004066	0.995934	
C2_08510W_A	OTHER	0.000681	0.999319	
C6_00840W_A	OTHER	0.000788	0.999212	
C1_03370W_A	OTHER	0.000537	0.999463	
CR_05530C_A	OTHER	0.001602	0.998398	
C4_00080C_A	OTHER	0.003121	0.996879	
C3_05110W_A	OTHER	0.005932	0.994068	
C2_06710W_A	OTHER	0.003224	0.996776	
C5_04450C_A	OTHER	0.000276	0.999724	
CR_01990C_A	OTHER	0.000301	0.999699	
C1_13110C_A	OTHER	0.000867	0.999133	
C5_04720C_A	OTHER	0.000769	0.999231	
C3_03900C_A	OTHER	0.002547	0.997453	
C5_01440C_A	OTHER	0.004569	0.995431	
C4_04770C_A	OTHER	0.008280	0.991720	
CR_04200W_A	OTHER	0.000913	0.999087	
C5_05310W_A	OTHER	0.001834	0.998166	
C2_06020W_A	OTHER	0.001189	0.998811	
C3_06450W_A	OTHER	0.003518	0.996482	
C3_00560C_A	OTHER	0.000512	0.999488	
C2_01520W_A	OTHER	0.000822	0.999178	
C2_00980W_A	OTHER	0.000902	0.999098	
C1_05430W_A	OTHER	0.000974	0.999026	
CR_04110W_A	OTHER	0.000399	0.999601	
C6_01830W_A	OTHER	0.000769	0.999231	
C6_00250W_A	OTHER	0.001645	0.998355	
C2_03760C_A	OTHER	0.000595	0.999405	
C6_02140W_A	OTHER	0.000468	0.999532	
C3_01750C_A	OTHER	0.001809	0.998191	
C1_08350C_A	OTHER	0.003370	0.996630	
C6_01690W_A	OTHER	0.001164	0.998836	
CM_00330W	OTHER	0.001565	0.998435	
C3_00310C_A	OTHER	0.000493	0.999507	
C4_01070W_A	OTHER	0.001860	0.998140	
C3_05660C_A	OTHER	0.001019	0.998981	
C4_02670W_A	OTHER	0.000311	0.999689	
C3_03290C_A	OTHER	0.288677	0.711323	
C5_02060W_A	OTHER	0.000231	0.999769	
C3_06470W_A	OTHER	0.000531	0.999469	
C4_05920C_A	OTHER	0.417764	0.582236	
C1_07020C_A	OTHER	0.000465	0.999535	
C1_03790C_A	OTHER	0.001933	0.998067	
CR_10060W_A	OTHER	0.001750	0.998250	
C5_02190C_A	OTHER	0.003071	0.996929	
C5_00650C_A	OTHER	0.003825	0.996175	
C1_13730C_A	OTHER	0.001064	0.998936	
C3_01570W_A	OTHER	0.003599	0.996401	
C1_04970W_A	OTHER	0.000551	0.999449	
C3_07070C_A	OTHER	0.001493	0.998507	
C1_09800C_A	OTHER	0.000505	0.999495	
C1_03150C_A	OTHER	0.000314	0.999686	
C4_07010C_A	OTHER	0.076041	0.923959	
C6_03990C_A	OTHER	0.000367	0.999633	
CR_05000C_A	OTHER	0.011278	0.988722	
C3_05310W_A	OTHER	0.004999	0.995001	
CR_04920W_A	OTHER	0.002640	0.997360	
C2_09760W_A	OTHER	0.000207	0.999793	
CR_04520W_A	OTHER	0.000147	0.999853	
C3_06440W_A	OTHER	0.000679	0.999321	
C2_10110W_A	OTHER	0.001234	0.998766	
C1_10180C_A	OTHER	0.000503	0.999497	
C3_05450C_A	OTHER	0.000955	0.999045	
C3_05630W_A	OTHER	0.000241	0.999759	
C3_02030W_A	OTHER	0.000776	0.999224	
C3_07300W_A	OTHER	0.000149	0.999851	
C4_07120C_A	OTHER	0.000566	0.999434	
C1_01310W_A	OTHER	0.058106	0.941894	
C5_02260C_A	OTHER	0.000484	0.999516	
C1_14320C_A	OTHER	0.000872	0.999128	
C4_04500C_A	OTHER	0.000820	0.999180	
C2_09100C_A	OTHER	0.001121	0.998879	
C4_06840W_A	OTHER	0.000968	0.999032	
C3_00650W_A	OTHER	0.000517	0.999483	
C1_10680C_A	OTHER	0.001543	0.998457	
C2_10230W_A	OTHER	0.000603	0.999397	
CR_04790W_A	OTHER	0.000723	0.999277	
C5_02910C_A	OTHER	0.000858	0.999142	
C3_02690C_A	OTHER	0.001254	0.998746	
C7_02130W_A	OTHER	0.012109	0.987891	
CR_01720W_A	OTHER	0.000739	0.999261	
C3_04440C_A	OTHER	0.000766	0.999234	
C3_03970W_A	OTHER	0.065029	0.934971	
C2_06600W_A	OTHER	0.000957	0.999043	
C1_06730W_A	OTHER	0.007079	0.992921	
C7_02810W_A	OTHER	0.003551	0.996449	
C1_04080W_A	OTHER	0.000580	0.999420	
C1_11990W_A	SP(Sec/SPI)	0.994739	0.005261	CS pos: 20-21. ARS-AD. Pr: 0.7905
C7_02290W_A	OTHER	0.000585	0.999415	
C6_01140C_A	OTHER	0.000414	0.999586	
C3_01250W_A	OTHER	0.003564	0.996436	
CR_04720C_A	OTHER	0.001606	0.998394	
C2_08050C_A	OTHER	0.001821	0.998179	
C1_11530C_A	OTHER	0.000380	0.999620	
C6_01640W_A	OTHER	0.000480	0.999520	
C7_04000W_A	OTHER	0.002878	0.997122	
C3_02550C_A	OTHER	0.000398	0.999602	
C1_01560W_A	OTHER	0.000453	0.999547	
C1_08740C_A	OTHER	0.010821	0.989179	
CR_03840C_A	OTHER	0.000610	0.999390	
C1_11520C_A	OTHER	0.000167	0.999833	
C2_10190C_A	OTHER	0.000400	0.999600	
C7_00710W_A	OTHER	0.000598	0.999402	
C4_04760C_A	OTHER	0.000558	0.999442	
C2_04430W_A	OTHER	0.000737	0.999263	
C1_07420C_A	OTHER	0.001159	0.998841	
C4_05020W_A	OTHER	0.001372	0.998628	
C6_00470C_A	SP(Sec/SPI)	0.983033	0.016967	CS pos: 21-22. ITA-ET. Pr: 0.7462
C2_02330W_A	OTHER	0.000686	0.999314	
CR_03010C_A	OTHER	0.001567	0.998433	
C7_00910C_A	OTHER	0.001610	0.998390	
CR_09570W_A	OTHER	0.000891	0.999109	
CR_07460C_A	OTHER	0.000436	0.999564	
C5_03710C_A	OTHER	0.000553	0.999447	
C4_07150W_A	OTHER	0.016318	0.983682	
C3_06120C_A	OTHER	0.163788	0.836212	
C6_00920W_A	OTHER	0.005715	0.994285	
C4_03990C_A	OTHER	0.001179	0.998821	
C5_02130W_A	OTHER	0.199096	0.800904	
C4_05660C_A	OTHER	0.000187	0.999813	
C6_01420C_A	OTHER	0.000944	0.999056	
C2_05730C_A	OTHER	0.000501	0.999499	
C5_03690W_A	OTHER	0.070717	0.929283	
C2_05870W_A	OTHER	0.001199	0.998801	
CR_07050C_A	OTHER	0.001483	0.998517	
C3_02560W_A	OTHER	0.003594	0.996406	
C1_06450C_A	OTHER	0.001236	0.998764	
C1_11920W_A	OTHER	0.000725	0.999275	
C1_12100C_A	OTHER	0.005336	0.994664	
C4_00830W_A	OTHER	0.000510	0.999490	
CR_06580W_A	OTHER	0.000313	0.999687	
C5_04500W_A	OTHER	0.000191	0.999809	
C6_02600W_A	OTHER	0.000475	0.999525	
CR_00930W_A	OTHER	0.001317	0.998683	
CR_00750C_A	OTHER	0.002156	0.997844	
C6_01410C_A	OTHER	0.001063	0.998937	
C3_07980C_A	OTHER	0.002159	0.997841	
CR_00510C_A	OTHER	0.001105	0.998895	
C1_02380C_A	OTHER	0.001195	0.998805	
C1_04410C_A	OTHER	0.000938	0.999062	
C3_03070W_A	OTHER	0.036821	0.963179	
C6_01630W_A	OTHER	0.002510	0.997490	
C4_04100C_A	OTHER	0.000263	0.999737	
C2_01880C_A	OTHER	0.001679	0.998321	
C5_05230C_A	OTHER	0.002210	0.997790	
C1_11070W_A	OTHER	0.004209	0.995791	
C6_03330C_A	OTHER	0.000507	0.999493	
C1_04470C_A	OTHER	0.000521	0.999479	
C6_02280W_A	OTHER	0.000481	0.999519	
C1_11230W_A	OTHER	0.007156	0.992844	
C6_01250W_A	OTHER	0.000690	0.999310	
CR_04430W_A	OTHER	0.001810	0.998190	
CR_07800W_A	SP(Sec/SPI)	0.989132	0.010868	CS pos: 18-19. VDA-TP. Pr: 0.8586
C1_00600W_A	OTHER	0.000448	0.999552	
C3_02100W_A	OTHER	0.000562	0.999438	
C2_07640W_A	OTHER	0.001262	0.998738	
CR_02440W_A	OTHER	0.000895	0.999105	
C3_01310W_A	OTHER	0.000367	0.999633	
C4_03950C_A	OTHER	0.107366	0.892634	
C2_05060C_A	OTHER	0.000767	0.999233	
C1_05030C_A	OTHER	0.000729	0.999271	
C2_02360C_A	OTHER	0.000433	0.999567	
CR_05760C_A	OTHER	0.002034	0.997966	
C1_12900W_A	OTHER	0.001654	0.998346	
C7_04010W_A	OTHER	0.001242	0.998758	
C5_00790C_A	OTHER	0.001037	0.998963	
C1_11090C_A	OTHER	0.001659	0.998341	
C4_04300C_A	OTHER	0.000164	0.999836	
C6_00880W_A	OTHER	0.002731	0.997269	
C4_01890C_A	OTHER	0.002060	0.997940	
C3_06680C_A	OTHER	0.001404	0.998596	
C3_03060W_A	OTHER	0.002775	0.997225	
C3_04220C_A	OTHER	0.000965	0.999035	
C2_02170W_A	SP(Sec/SPI)	0.990767	0.009233	CS pos: 18-19. TNA-VV. Pr: 0.8089
C4_05940W_A	OTHER	0.002218	0.997782	
C4_04390W_A	OTHER	0.001072	0.998928	
C1_07900W_A	SP(Sec/SPI)	0.893030	0.106970	CS pos: 19-20. VSS-FN. Pr: 0.8084
C1_08440C_A	OTHER	0.000675	0.999325	
C3_03510C_A	OTHER	0.000586	0.999414	
C7_00690W_A	OTHER	0.000199	0.999801	
C2_08750W_A	OTHER	0.000237	0.999763	
C4_00850C_A	SP(Sec/SPI)	0.988401	0.011599	CS pos: 19-20. VIA-QV. Pr: 0.8059
C1_02210W_A	OTHER	0.002916	0.997084	
C6_00850W_A	OTHER	0.001287	0.998713	
C5_04400W_A	SP(Sec/SPI)	0.999615	0.000385	CS pos: 17-18. VQA-AD. Pr: 0.9617
C1_03980W_A	OTHER	0.000226	0.999774	
C2_05200C_A	OTHER	0.000305	0.999695	
CR_02130W_A	OTHER	0.001098	0.998902	
C1_06500W_A	SP(Sec/SPI)	0.965948	0.034052	CS pos: 18-19. TTA-IG. Pr: 0.5401
C7_00670C_A	OTHER	0.002889	0.997111	
C2_08630C_A	OTHER	0.000296	0.999704	
C1_07440W_A	OTHER	0.000909	0.999091	
CR_03260W_A	OTHER	0.001618	0.998382	
C1_08380W_A	OTHER	0.001025	0.998975	
C7_02120C_A	OTHER	0.000230	0.999770	
CR_10830C_A	OTHER	0.002323	0.997677	
C3_04510W_A	OTHER	0.000189	0.999811	
C1_14250C_A	OTHER	0.000213	0.999787	
C1_09020W_A	OTHER	0.001033	0.998967	
CR_02280W_A	SP(Sec/SPI)	0.718085	0.281915	CS pos: 18-19. ATA-LN. Pr: 0.6556
C3_01030W_A	OTHER	0.004089	0.995911	
C2_01980C_A	OTHER	0.477491	0.522509	
C2_01050W_A	SP(Sec/SPI)	0.991514	0.008486	CS pos: 21-22. VYS-TF. Pr: 0.6741
CR_08190W_A	SP(Sec/SPI)	0.741705	0.258295	CS pos: 29-30. TRS-SD. Pr: 0.3434
C2_05150W_A	OTHER	0.001330	0.998670	
C6_03100W_A	OTHER	0.000235	0.999765	
CR_10650W_A	OTHER	0.000871	0.999129	
CR_08170C_A	OTHER	0.001637	0.998363	
C7_01560C_A	SP(Sec/SPI)	0.830539	0.169461	CS pos: 22-23. TIA-SP. Pr: 0.5568
C3_05080W_A	OTHER	0.000737	0.999263	
C2_08370C_A	OTHER	0.001025	0.998975	
CR_06000W_A	OTHER	0.001319	0.998681	
CR_09340W_A	OTHER	0.002347	0.997653	
C1_05970W_A	SP(Sec/SPI)	0.977593	0.022407	CS pos: 19-20. VTS-SP. Pr: 0.5823
C5_00920W_A	OTHER	0.001643	0.998357	
C4_02760C_A	OTHER	0.001014	0.998986	
C3_07560W_A	OTHER	0.010401	0.989599	
C6_00790C_A	OTHER	0.000529	0.999471	
C1_11310C_A	OTHER	0.000760	0.999240	
C1_06660W_A	OTHER	0.000175	0.999825	
CR_01170W_A	OTHER	0.000327	0.999673	
CR_09440C_A	OTHER	0.000727	0.999273	
C1_06220C_A	OTHER	0.001099	0.998901	
C1_05140W_A	OTHER	0.000313	0.999687	
C1_02940C_A	OTHER	0.000786	0.999214	
C2_04620W_A	OTHER	0.000436	0.999564	
C2_01570W_A	OTHER	0.000832	0.999168	
C7_01910C_A	OTHER	0.000621	0.999379	
C1_13430C_A	OTHER	0.000506	0.999494	
C3_06650C_A	OTHER	0.000577	0.999423	
C2_02670C_A	OTHER	0.002988	0.997012	
CR_10200W_A	SP(Sec/SPI)	0.952753	0.047247	CS pos: 26-27. ILA-SS. Pr: 0.3706
CR_10170C_A	OTHER	0.001763	0.998237	
C6_04230W_A	OTHER	0.004796	0.995204	
CR_03670W_A	OTHER	0.000334	0.999666	
C7_00040C_A	OTHER	0.002066	0.997934	
C7_00960W_A	OTHER	0.000362	0.999638	
CR_09160C_A	OTHER	0.002160	0.997840	
C6_01670W_A	OTHER	0.001279	0.998721	
C7_01390W_A	OTHER	0.112276	0.887724	
C3_07540C_A	OTHER	0.000127	0.999873	
C7_04080C_A	SP(Sec/SPI)	0.929816	0.070184	CS pos: 18-19. VES-AA. Pr: 0.6100
C7_00330C_A	OTHER	0.003642	0.996358	
C5_03340W_A	OTHER	0.372752	0.627248	
C1_04930C_A	OTHER	0.000204	0.999796	
CR_09560C_A	OTHER	0.208544	0.791456	
C4_01190W_A	OTHER	0.000456	0.999544	
C7_00770W_A	OTHER	0.006842	0.993158	
C5_00840W_A	OTHER	0.047876	0.952124	
CR_00720W_A	OTHER	0.053039	0.946961	
CR_06300C_A	OTHER	0.001135	0.998865	
C5_01610W_A	OTHER	0.274355	0.725645	
CR_09210W_A	OTHER	0.000377	0.999623	
C7_00850W_A	OTHER	0.000711	0.999289	
C6_04650W_A	OTHER	0.000470	0.999530	
C2_00300C_A	OTHER	0.000386	0.999614	
C1_10010C_A	OTHER	0.000892	0.999108	
CR_02980C_A	OTHER	0.014329	0.985671	
C2_06670C_A	OTHER	0.000998	0.999002	
C2_05580W_A	OTHER	0.001289	0.998711	
C2_09300W_A	OTHER	0.006978	0.993022	
CR_07870W_A	OTHER	0.004127	0.995873	
C1_00100C_A	OTHER	0.176981	0.823019	
C4_03510C_A	SP(Sec/SPI)	0.986258	0.013742	CS pos: 20-21. AEA-TF. Pr: 0.8949
C2_06870C_A	OTHER	0.036926	0.963074	
C1_00150C_A	OTHER	0.001114	0.998886	
C5_02200W_A	OTHER	0.002116	0.997884	
C6_01000C_A	OTHER	0.000699	0.999301	
C1_11940C_A	OTHER	0.000748	0.999252	
C4_03180W_A	OTHER	0.132269	0.867731	
C6_01880W_A	OTHER	0.000747	0.999253	
C7_03670W_A	OTHER	0.000550	0.999450	
C3_01110C_A	OTHER	0.000213	0.999787	
C2_03330C_A	OTHER	0.000616	0.999384	
C6_04620C_A	OTHER	0.000612	0.999388	
C4_06630C_A	SP(Sec/SPI)	0.841632	0.158368	CS pos: 22-23. CFC-EL. Pr: 0.6565
C1_10580C_A	OTHER	0.000591	0.999409	
C4_02070W_A	OTHER	0.085905	0.914095	
C4_01950W_A	OTHER	0.000930	0.999070	
C7_03150W_A	OTHER	0.000479	0.999521	
C1_01420C_A	OTHER	0.002351	0.997649	
CR_01210C_A	OTHER	0.001100	0.998900	
C2_08890W_A	OTHER	0.000740	0.999260	
C5_05280C_A	OTHER	0.002103	0.997897	
C5_03080C_A	OTHER	0.001105	0.998895	
C1_08360C_A	OTHER	0.000378	0.999622	
C3_02540C_A	OTHER	0.001077	0.998923	
C2_05180W_A	OTHER	0.000698	0.999302	
C3_00940W_A	OTHER	0.000639	0.999361	
C3_01060W_A	OTHER	0.001187	0.998813	
C2_05700W_A	OTHER	0.001048	0.998952	
C1_11380W_A	OTHER	0.000491	0.999509	
C6_00480C_A	SP(Sec/SPI)	0.989604	0.010396	CS pos: 20-21. ITA-KT. Pr: 0.6699
C3_04810C_A	OTHER	0.000469	0.999531	
C3_04890W_A	OTHER	0.001010	0.998990	
C5_02600W_A	OTHER	0.003663	0.996337	
C4_06310C_A	SP(Sec/SPI)	0.999578	0.000422	CS pos: 18-19. AAA-AT. Pr: 0.4306
C1_10110W_A	OTHER	0.002571	0.997429	
C4_03500C_A	SP(Sec/SPI)	0.981693	0.018307	CS pos: 18-19. AQA-AI. Pr: 0.6772
CR_01390W_A	OTHER	0.001123	0.998877	
C5_01980C_A	SP(Sec/SPI)	0.997759	0.002241	CS pos: 21-22. AHG-GH. Pr: 0.7756
C2_07890W_A	OTHER	0.001272	0.998728	
C1_00340W_A	OTHER	0.000528	0.999472	
CR_02400W_A	OTHER	0.008156	0.991844	
C5_02810W_A	OTHER	0.000834	0.999166	
C3_07690C_A	OTHER	0.000464	0.999536	
C2_01510C_A	OTHER	0.004030	0.995970	
C5_02040W_A	OTHER	0.000250	0.999750	
C3_01280W_A	OTHER	0.035469	0.964531	
C4_06960W_A	OTHER	0.000064	0.999936	
C2_07540W_A	OTHER	0.001752	0.998248	
C4_06260W_A	SP(Sec/SPI)	0.995111	0.004889	CS pos: 24-25. ALA-RI. Pr: 0.8691
C1_09950C_A	OTHER	0.001057	0.998943	
C1_03080C_A	OTHER	0.000272	0.999728	
C3_06480C_A	OTHER	0.025724	0.974276	
CR_01730W_A	OTHER	0.000734	0.999266	
C7_03500W_A	OTHER	0.000620	0.999380	
C4_01330W_A	SP(Sec/SPI)	0.976690	0.023310	CS pos: 19-20. IKA-IA. Pr: 0.4887
C2_09520C_A	OTHER	0.001657	0.998343	
C6_00830C_A	OTHER	0.002034	0.997966	
C3_06000W_A	OTHER	0.001778	0.998222	
C4_02100C_A	OTHER	0.040450	0.959550	
C2_04110W_A	OTHER	0.001125	0.998875	
C6_02460C_A	OTHER	0.000532	0.999468	
C4_00470C_A	OTHER	0.000231	0.999769	
CR_09380W_A	OTHER	0.001142	0.998858	
C1_10490W_A	OTHER	0.000848	0.999152	
C1_06980C_A	OTHER	0.001596	0.998404	
C2_08200W_A	OTHER	0.001518	0.998482	
C6_01940W_A	OTHER	0.459892	0.540108	
C1_03830C_A	OTHER	0.003348	0.996652	
C1_12290C_A	OTHER	0.000455	0.999545	
C1_03530W_A	OTHER	0.000123	0.999877	
C2_03170W_A	OTHER	0.320983	0.679017	
C3_03460C_A	OTHER	0.000594	0.999406	
C2_07060W_A	OTHER	0.001097	0.998903	
CR_04340W_A	OTHER	0.001245	0.998755	
C1_11790W_A	OTHER	0.000652	0.999348	
C1_11930W_A	OTHER	0.000812	0.999188	
C1_11110C_A	OTHER	0.001004	0.998996	
C2_00460W_A	SP(Sec/SPI)	0.963410	0.036590	CS pos: 16-17. AVA-VS. Pr: 0.5080
C3_03360W_A	OTHER	0.000441	0.999559	
C5_00460C_A	SP(Sec/SPI)	0.883145	0.116855	CS pos: 20-21. ASG-TI. Pr: 0.5228
C4_04000W_A	OTHER	0.000478	0.999522	
C5_05370C_A	OTHER	0.000417	0.999583	
CR_07280W_A	SP(Sec/SPI)	0.999108	0.000892	CS pos: 19-20. VSG-MS. Pr: 0.7600
C6_01610W_A	OTHER	0.000452	0.999548	
C4_00630C_A	OTHER	0.000486	0.999514	
CR_09650W_A	OTHER	0.001419	0.998581	
C7_00860W_A	SP(Sec/SPI)	0.991143	0.008857	CS pos: 22-23. TLA-AP. Pr: 0.9213
C5_05090W_A	OTHER	0.000345	0.999655	
C2_00220C_A	OTHER	0.000923	0.999077	
C5_02170C_A	OTHER	0.000237	0.999763	
C1_10770W_A	OTHER	0.001037	0.998963	
C1_01680C_A	OTHER	0.008775	0.991225	
C4_04280C_A	OTHER	0.000774	0.999226	
C3_00530C_A	OTHER	0.000387	0.999613	
C2_01360C_A	SP(Sec/SPI)	0.997164	0.002836	CS pos: 18-19. SHA-IW. Pr: 0.9514
C2_02660W_A	OTHER	0.000354	0.999646	
C3_06380W_A	OTHER	0.000468	0.999532	
CR_04640W_A	OTHER	0.001890	0.998110	
C3_06320W_A	SP(Sec/SPI)	0.985455	0.014545	CS pos: 18-19. VIS-KE. Pr: 0.8757
C3_07940W_A	OTHER	0.386483	0.613517	
C1_06520C_A	OTHER	0.000208	0.999792	
C2_03820C_A	OTHER	0.000535	0.999465	
C4_04520W_A	OTHER	0.001378	0.998622	
C2_07400C_A	SP(Sec/SPI)	0.967374	0.032626	CS pos: 22-23. VDA-KA. Pr: 0.6544
C1_08780W_A	OTHER	0.001294	0.998706	
CR_06340C_A	OTHER	0.000302	0.999698	
C1_09420W_A	SP(Sec/SPI)	0.988391	0.011609	CS pos: 16-17. IYA-SL. Pr: 0.8409
CR_04980C_A	OTHER	0.000068	0.999932	
C4_05560C_A	OTHER	0.001642	0.998358	
CR_01230C_A	OTHER	0.000357	0.999643	
C3_01070C_A	OTHER	0.000136	0.999864	
CR_10020C_A	SP(Sec/SPI)	0.921274	0.078726	CS pos: 18-19. IFA-DL. Pr: 0.8192
C2_10310C_A	OTHER	0.000837	0.999163	
C7_01410C_A	OTHER	0.000137	0.999863	
C2_00990W_A	OTHER	0.115215	0.884806	
